Word,Conc,SUBTLEX,AoA
devious,2.18,89,9.79
euphoric,2.18,21,12.82
feudal,2.18,10,11.93
flamboyant,2.18,23,12.47
imperfect,2.18,49,10.45
indebted,2.18,59,12.67
invaluable,2.18,66,11.71
invulnerable,2.18,36,11.0
ladylike,2.18,43,7.0
nice,2.18,33125,3.95
persuasive,2.18,111,11.72
regal,2.18,58,9.58
sarcastic,2.18,133,11.05
snobbish,2.18,16,9.24
specific,2.18,908,9.28
stubborn,2.18,554,7.17
theatrical,2.18,128,9.44
undesired,2.18,1,10.72
uninviting,2.18,2,9.81
wayfaring,2.18,1,13.88
accidental,2.17,153,6.75
allowable,2.17,5,9.56
chronic,2.17,252,11.25
companionable,2.17,4,12.12
complacent,2.17,22,14.35
concerted,2.17,3,14.88
corresponding,2.17,29,10.56
demonic,2.17,154,10.32
desolate,2.17,50,12.06
destructive,2.17,122,8.05
detrimental,2.17,19,12.16
fanatical,2.17,27,12.89
freakish,2.17,25,10.74
giddy,2.17,91,9.74
gracious,2.17,365,8.5
impassioned,2.17,19,13.47
inconsistent,2.17,55,10.7
innovative,2.17,52,11.17
insubordinate,2.17,19,13.06
jealous,2.17,1952,7.42
leaderless,2.17,3,11.75
nerdy,2.17,24,9.72
neurological,2.17,57,13.65
powerful,2.17,1791,6.42
primal,2.17,58,12.32
scant,2.17,12,12.16
slummy,2.17,2,10.06
squeamish,2.17,45,10.22
statesmanlike,2.17,1,14.06
stunted,2.17,15,10.67
stylized,2.17,12,12.11
torrid,2.17,28,12.94
translatable,2.17,1,11.2
underexposed,2.17,3,12.61
unfeeling,2.17,33,9.94
unoriginal,2.17,10,10.95
virtual,2.17,133,10.39
wholesome,2.17,81,9.53
zodiacal,2.17,2,15.28
antic,2.16,4,11.65
beautiful,2.16,14266,5.72
decisive,2.16,66,11.44
defunct,2.16,17,11.67
hellish,2.16,39,10.05
major,2.16,5343,8.8
marketable,2.16,14,12.11
popular,2.16,1177,6.61
psychobiological,2.16,1,14.86
recognizable,2.16,31,8.58
recuperative,2.16,5,14.28
accusatory,2.15,3,11.18
amorphous,2.15,7,14.75
astonished,2.15,48,10.58
blissful,2.15,27,10.05
cheerless,2.15,2,9.22
concessionary,2.15,1,14.43
correctable,2.15,5,9.83
cranky,2.15,171,6.21
degenerative,2.15,12,13.35
derogatory,2.15,31,13.35
direct,2.15,1226,9.68
earthy,2.15,21,9.11
experimental,2.15,199,10.21
flattered,2.15,398,12.44
footloose,2.15,42,11.55
frightening,2.15,294,6.55
gluttonous,2.15,6,13.6
implacable,2.15,8,13.31
insolvent,2.15,3,14.32
irritable,2.15,74,8.67
kaput,2.15,51,11.35
longish,2.15,3,11.47
loony,2.15,123,7.59
lyrical,2.15,26,11.47
overeducated,2.15,9,12.79
pending,2.15,174,11.85
preoperative,2.15,1,12.33
prepositional,2.15,2,12.69
preprogrammed,2.15,6,14.25
privileged,2.15,172,10.67
proverbial,2.15,53,13.78
returnable,2.15,5,10.06
revised,2.15,63,10.31
seminal,2.15,19,12.67
slothful,2.15,3,12.53
uneducated,2.15,24,9.95
unhurt,2.15,5,7.22
unlawful,2.15,39,11.32
unlogged,2.15,1,13.07
unmade,2.15,13,9.05
unrated,2.15,1,8.67
unthreatened,2.15,2,11.05
withholding,2.15,96,12.8
abnormal,2.14,148,10.05
administrative,2.14,82,11.5
amusing,2.14,469,8.44
artistic,2.14,251,9.17
bankable,2.14,8,12.81
beloved,2.14,651,9.94
causal,2.14,10,9.59
ceremonious,2.14,3,11.59
charming,2.14,1434,6.26
chaste,2.14,30,13.11
considerable,2.14,231,10.42
critical,2.14,625,8.39
distinguished,2.14,315,10.78
enduring,2.14,48,11.21
entrepreneurial,2.14,9,13.67
existent,2.14,3,11.22
explainable,2.14,10,12.06
ghostlike,2.14,1,9.47
headstrong,2.14,46,11.11
homeward,2.14,39,7.37
horrid,2.14,125,8.5
important,2.14,10587,5.79
inadvertent,2.14,11,13.21
inconsiderate,2.14,73,9.72
inconsolable,2.14,15,10.65
inhuman,2.14,91,11.37
intolerant,2.14,44,11.0
ionic,2.14,8,14.19
irreversible,2.14,41,11.06
legislative,2.14,14,11.21
lordly,2.14,7,11.56
managerial,2.14,21,12.44
morbid,2.14,132,9.72
newfound,2.14,60,10.95
obtuse,2.14,13,12.06
overemotional,2.14,3,10.95
oversensitive,2.14,6,10.22
polygamous,2.14,2,14.35
practical,2.14,577,10.0
preppy,2.14,39,11.27
professional,2.14,1646,9.06
sadomasochistic,2.14,7,15.44
sassy,2.14,164,8.22
stylish,2.14,110,8.39
subsequent,2.14,64,13.05
susceptible,2.14,65,9.94
traceable,2.14,24,10.26
unchangeable,2.14,7,10.68
undiscovered,2.14,31,8.47
unprofitable,2.14,4,11.05
unwritten,2.14,32,10.68
useful,2.14,669,6.39
vile,2.14,226,11.74
bored,2.13,1029,6.25
charitable,2.13,104,10.5
dangerous,2.13,3817,5.6
debonair,2.13,17,12.25
deceitful,2.13,58,12.94
doting,2.13,13,11.6
expulsive,2.13,1,12.25
extraordinary,2.13,771,9.32
gratuitous,2.13,18,14.12
impeachable,2.13,1,12.47
intramural,2.13,4,13.0
lovelorn,2.13,16,15.67
prestigious,2.13,90,12.22
aggrieved,2.12,10,12.38
anti,2.12,26,9.37
asymptomatic,2.12,11,13.73
biophysical,2.12,2,14.06
buyable,2.12,1,9.37
calculative,2.12,3,10.28
changeless,2.12,3,11.58
classy,2.12,294,10.32
coeducational,2.12,2,13.24
crabby,2.12,47,9.0
cunning,2.12,207,10.84
cursory,2.12,15,13.56
custodial,2.12,20,11.47
delirious,2.12,135,10.79
dictatorial,2.12,7,12.56
dimensional,2.12,55,11.89
dramatic,2.12,499,8.72
emblematic,2.12,4,12.71
extraneous,2.12,15,13.69
fabulous,2.12,1046,7.83
immeasurable,2.12,15,12.63
impeccable,2.12,81,11.37
ineffectual,2.12,23,14.59
joyful,2.12,76,7.05
judicial,2.12,69,13.15
judicious,2.12,8,13.88
misspoken,2.12,3,11.58
noncommissioned,2.12,9,14.33
premedical,2.12,1,12.45
princely,2.12,6,9.39
quirky,2.12,33,9.94
reigning,2.12,39,10.67
repeatable,2.12,3,10.17
ruinous,2.12,5,12.0
selective,2.12,60,9.5
temporal,2.12,69,15.84
unabridged,2.12,2,14.06
unclouded,2.12,2,9.39
unflinching,2.12,7,11.33
unfocused,2.12,12,10.31
unfriendly,2.12,53,7.0
unthankful,2.12,1,6.28
willowy,2.12,3,11.03
worshipful,2.12,5,9.84
academic,2.11,238,9.74
available,2.11,1323,8.5
baseless,2.11,17,13.0
bottomless,2.11,45,8.33
cheap,2.11,1848,7.11
collaborative,2.11,7,12.33
contingent,2.11,55,13.73
continuous,2.11,98,11.39
cruel,2.11,936,7.63
daunting,2.11,16,11.56
discreet,2.11,207,11.89
disdainful,2.11,3,12.89
distinct,2.11,155,10.5
dreaded,2.11,69,10.5
embarrassing,2.11,1165,8.6
excellent,2.11,2688,7.37
exclusive,2.11,398,10.16
exotic,2.11,306,10.42
fabled,2.11,23,10.0
fictional,2.11,71,8.0
glum,2.11,52,10.15
incorrigible,2.11,39,12.57
inhumane,2.11,23,11.26
innovating,2.11,1,12.78
laborsaving,2.11,1,14.43
logical,2.11,377,9.83
maneuverable,2.11,12,13.0
nonfunctional,2.11,4,12.21
noteworthy,2.11,8,9.94
philanthropic,2.11,16,13.58
picky,2.11,111,5.74
plentiful,2.11,15,8.4
powerless,2.11,192,9.74
problematic,2.11,48,11.63
quizzical,2.11,1,11.65
rejuvenated,2.11,7,12.22
reportable,2.11,1,10.61
repulsive,2.11,103,10.32
stigmatic,2.11,1,15.13
straitlaced,2.11,1,11.72
subservient,2.11,24,14.07
sultry,2.11,14,12.16
supplementary,2.11,13,12.06
symbolic,2.11,79,10.37
transnational,2.11,4,15.11
unattributed,2.11,1,13.07
unchallenged,2.11,12,10.5
unchanging,2.11,8,9.21
uncharitable,2.11,3,10.44
unchecked,2.11,19,10.65
unconquerable,2.11,3,12.74
uncontrollable,2.11,56,10.06
undated,2.11,1,9.52
unexamined,2.11,7,11.47
unnumbered,2.11,5,9.18
unobtrusive,2.11,17,13.81
unpreserved,2.11,1,11.0
unrecognizable,2.11,14,11.67
unsightly,2.11,19,10.79
unsolicited,2.11,22,13.68
untrue,2.11,74,6.53
varying,2.11,35,10.06
wholehearted,2.11,4,12.1
wicked,2.11,678,8.33
affordable,2.1,33,8.15
appetizing,2.1,32,10.74
biographical,2.1,12,10.05
blessed,2.1,704,6.11
cultural,2.1,202,10.56
dazzling,2.1,66,9.19
devastating,2.1,139,11.06
educational,2.1,167,8.26
exasperated,2.1,8,12.83
faulty,2.1,83,9.63
frantic,2.1,116,10.67
immediate,2.1,571,8.76
incriminating,2.1,63,11.68
intentional,2.1,75,8.74
invasive,2.1,59,12.56
irritating,2.1,111,8.53
manageable,2.1,32,9.94
mannered,2.1,7,6.89
medicinal,2.1,31,12.9
mournful,2.1,25,9.94
obsolete,2.1,98,12.28
offensive,2.1,327,9.37
personable,2.1,12,11.74
prehistoric,2.1,88,8.05
radical,2.1,218,11.9
serious,2.1,7566,6.58
thriving,2.1,62,9.95
tremendous,2.1,431,10.63
trivial,2.1,93,11.78
uncensored,2.1,8,11.76
undeliverable,2.1,1,10.95
unsatisfactory,2.1,18,9.0
unsophisticated,2.1,15,12.56
untelevised,2.1,1,10.42
useable,2.1,2,9.29
vast,2.1,311,9.63
cutesy,2.09,14,7.39
errorless,2.09,1,11.33
focal,2.09,29,10.0
lovesick,2.09,35,9.68
petty,2.09,438,10.23
trite,2.09,40,13.0
unharnessed,2.09,1,10.32
acquisitive,2.08,3,14.19
antidemocratic,2.08,1,13.69
authoritarian,2.08,3,12.95
awash,2.08,16,11.4
blatant,2.08,58,12.28
chaotic,2.08,57,8.5
confidential,2.08,342,11.78
contributory,2.08,3,13.71
convergent,2.08,2,13.41
cordial,2.08,62,11.78
crotchety,2.08,13,11.8
crucial,2.08,234,10.68
deployable,2.08,1,13.5
destitute,2.08,36,11.43
divisive,2.08,7,13.18
elemental,2.08,34,12.12
flighty,2.08,27,11.94
fundamentalist,2.08,26,15.55
gratifying,2.08,55,11.39
heartening,2.08,2,10.95
holistic,2.08,20,15.25
immaterial,2.08,45,11.83
innocuous,2.08,24,14.0
insurrectional,2.08,1,15.4
meager,2.08,32,10.94
melodramatic,2.08,62,10.89
misguided,2.08,85,9.39
pedantic,2.08,16,13.54
postmodern,2.08,14,14.37
provable,2.08,3,9.82
redeemable,2.08,5,10.39
schizoid,2.08,7,15.08
stimulatory,2.08,1,13.22
tactical,2.08,281,11.75
technological,2.08,40,11.37
terrifying,2.08,217,8.33
thunderstruck,2.08,2,12.17
tiresome,2.08,74,8.42
tuneless,2.08,5,10.6
undefeatable,2.08,1,10.0
unguarded,2.08,36,10.58
unheeded,2.08,6,12.28
unrevealing,2.08,1,11.58
unseasonable,2.08,4,11.06
untutored,2.08,5,11.17
unwedded,2.08,2,12.11
abiding,2.07,25,10.3
achievable,2.07,2,9.89
advantageous,2.07,20,12.62
agreeable,2.07,81,8.41
alarming,2.07,58,9.78
alluring,2.07,21,12.89
antagonistic,2.07,22,13.94
arrogant,2.07,266,9.95
aseptic,2.07,2,14.07
assertive,2.07,23,10.44
avenging,2.07,23,11.32
bookish,2.07,9,10.89
boring,2.07,1398,5.26
bountiful,2.07,39,10.47
brilliant,2.07,1826,7.95
burdensome,2.07,1,10.78
categorical,2.07,1,11.72
censorable,2.07,1,12.05
certifiable,2.07,40,11.11
civil,2.07,813,10.89
coercive,2.07,7,14.06
common,2.07,2275,6.94
consecrated,2.07,30,11.12
costly,2.07,79,9.21
defensive,2.07,278,9.89
defiant,2.07,47,10.45
definite,2.07,314,8.44
developmental,2.07,19,9.63
directional,2.07,19,8.5
easy,2.07,13551,5.43
egocentric,2.07,12,14.27
emergent,2.07,15,13.47
enchanted,2.07,141,6.95
enchanting,2.07,104,9.21
extracurricular,2.07,74,10.33
famous,2.07,2296,6.84
flagrant,2.07,29,11.59
forceful,2.07,44,7.89
fruitless,2.07,23,12.3
hateful,2.07,102,6.42
helpless,2.07,568,8.32
horrendous,2.07,52,9.94
immoderate,2.07,7,14.61
immodest,2.07,18,13.68
impressive,2.07,865,9.48
inconspicuous,2.07,33,12.67
inconstant,2.07,4,10.59
inconvertible,2.07,1,12.32
incorrect,2.07,113,6.65
indelicate,2.07,16,11.94
indispensable,2.07,38,11.22
intimate,2.07,355,13.29
jaded,2.07,40,11.61
laughable,2.07,26,9.4
listless,2.07,9,12.11
logarithmic,2.07,2,16.75
logistical,2.07,14,14.67
mega,2.07,40,7.5
mystical,2.07,144,10.21
narcissistic,2.07,32,14.06
nonphysical,2.07,6,11.17
nosy,2.07,144,5.47
obvious,2.07,1508,9.11
occupational,2.07,76,10.33
original,2.07,1440,7.67
overindulgent,2.07,1,13.07
periodic,2.07,21,12.71
praiseworthy,2.07,4,9.68
prejudicial,2.07,27,12.72
proud,2.07,4265,5.44
provisional,2.07,37,14.29
ready,2.07,19778,5.53
realistic,2.07,235,8.55
regretful,2.07,15,9.89
sacrificial,2.07,29,11.94
sadistic,2.07,87,13.3
satisfied,2.07,791,9.68
serene,2.07,63,11.38
successful,2.07,1037,8.56
terrific,2.07,2138,6.05
thrilling,2.07,170,8.47
tolerant,2.07,65,10.78
unadulterated,2.07,20,14.95
unbiased,2.07,15,13.56
uncomfortable,2.07,798,7.17
uncommunicative,2.07,5,12.16
unconcerned,2.07,16,9.56
uncreative,2.07,2,8.0
undeserved,2.07,7,9.95
unformed,2.07,4,9.89
ungracious,2.07,5,11.11
unified,2.07,59,11.44
unintelligible,2.07,25,14.1
unobserved,2.07,7,10.63
unpopular,2.07,66,8.2
unprepared,2.07,78,8.0
unprogressive,2.07,1,13.06
unreachable,2.07,22,10.16
unreported,2.07,9,10.89
unshakable,2.07,10,11.56
untamed,2.07,33,9.84
unworldly,2.07,2,11.37
warrantless,2.07,2,13.63
willing,2.07,2512,8.58
wistful,2.07,9,11.53
youngish,2.07,1,9.06
finicky,2.06,10,9.47
consumptive,2.05,1,12.47
despairing,2.05,10,12.79
disapproving,2.05,15,8.72
mutative,2.05,1,13.81
perceptible,2.05,4,12.06
actionable,2.04,13,12.5
airy,2.04,16,10.28
ambient,2.04,26,12.8
ancient,2.04,1105,8.26
ballsy,2.04,20,10.59
bodacious,2.04,17,14.0
cagey,2.04,29,13.86
campy,2.04,3,11.94
cataclysmic,2.04,17,12.33
chastened,2.04,1,12.28
chauvinistic,2.04,15,13.28
chivalrous,2.04,18,11.95
commensurate,2.04,8,13.69
compositional,2.04,1,14.5
concealable,2.04,1,11.11
conditional,2.04,16,11.21
congenial,2.04,11,12.59
constant,2.04,506,9.84
conversable,2.04,1,13.42
counteractive,2.04,8,12.62
datable,2.04,2,12.47
debatable,2.04,23,11.11
decent,2.04,1433,7.47
degenerate,2.04,93,13.45
deviant,2.04,54,14.12
diehard,2.04,5,12.0
divisional,2.04,16,10.44
dodgy,2.04,22,13.93
draconian,2.04,7,14.5
effective,2.04,536,10.83
enjoyable,2.04,99,8.44
entertaining,2.04,288,8.84
enviable,2.04,11,12.53
errant,2.04,25,14.18
evident,2.04,68,12.55
exacting,2.04,23,11.86
fatalistic,2.04,4,13.65
forgettable,2.04,15,7.0
fortunate,2.04,419,10.17
free,2.04,9054,5.21
funky,2.04,259,8.61
genial,2.04,10,12.53
goody,2.04,181,7.0
gossipy,2.04,4,10.67
gravelly,2.04,1,11.56
harmonious,2.04,20,10.38
heartbreaking,2.04,61,8.56
impervious,2.04,31,13.44
impromptu,2.04,43,13.61
inacceptable,2.04,1,10.39
incredulous,2.04,8,13.12
indentured,2.04,14,12.67
independent,2.04,477,9.28
inductive,2.04,2,14.82
ineligible,2.04,10,11.94
informational,2.04,14,9.17
interscholastic,2.04,2,12.88
irresponsible,2.04,237,9.72
isotopic,2.04,3,15.87
kindhearted,2.04,8,8.78
lascivious,2.04,34,16.91
legendary,2.04,205,9.89
liable,2.04,369,11.11
majestic,2.04,70,10.72
mannerly,2.04,7,8.35
marital,2.04,105,10.35
marvelous,2.04,671,8.27
mental,2.04,1002,8.84
miscellaneous,2.04,22,9.11
multidimensional,2.04,5,12.83
multifocal,2.04,6,12.5
mystified,2.04,26,11.53
mythological,2.04,19,10.72
naughty,2.04,523,4.9
nondenominational,2.04,4,14.17
nonpartisan,2.04,1,15.35
obsessed,2.04,526,9.28
operatic,2.04,14,12.24
opportune,2.04,14,10.83
opulent,2.04,7,14.71
other,2.04,37505,5.33
outlandish,2.04,17,12.0
outlying,2.04,17,11.4
painstaking,2.04,12,11.17
participatory,2.04,1,12.78
prejudiced,2.04,95,10.3
prewar,2.04,6,11.22
prissy,2.04,46,9.06
puzzled,2.04,70,7.5
qualitative,2.04,2,15.28
queer,2.04,296,11.1
reactionary,2.04,17,13.24
recessive,2.04,4,13.06
refined,2.04,103,9.75
restful,2.04,38,8.84
roguish,2.04,7,12.07
salient,2.04,13,15.62
scornful,2.04,4,10.67
shrewish,2.04,1,13.11
snide,2.04,28,10.33
supernatural,2.04,225,11.11
symptomatic,2.04,29,11.26
talented,2.04,581,8.25
terrible,2.04,4795,5.56
tolerable,2.04,23,10.0
tricky,2.04,406,5.53
troublesome,2.04,79,8.06
ubiquitous,2.04,23,16.43
unalienable,2.04,2,12.71
unattractive,2.04,92,8.21
undercharged,2.04,2,12.17
unenforceable,2.04,1,11.93
unequivocal,2.04,9,14.88
unforced,2.04,1,9.12
ungainly,2.04,3,10.43
ungentlemanly,2.04,4,9.82
unhappy,2.04,843,4.89
unindicted,2.04,1,15.36
universalist,2.04,1,13.62
unrelenting,2.04,23,12.71
unremarked,2.04,1,12.0
unrestricted,2.04,11,11.62
unrighteous,2.04,7,9.89
unschooled,2.04,3,9.88
unstructured,2.04,2,12.95
unsupported,2.04,13,9.61
untested,2.04,8,10.11
untiring,2.04,6,12.18
unwatched,2.04,1,8.67
unwinnable,2.04,11,11.35
upstanding,2.04,56,10.94
versatile,2.04,48,12.25
vicious,2.04,438,9.53
vivid,2.04,104,11.83
witching,2.04,14,12.13
ageless,2.03,15,10.3
anonymous,2.03,429,10.26
appalling,2.03,99,12.21
approximate,2.03,64,10.7
blameful,2.03,1,10.12
casual,2.03,373,9.83
cheeky,2.03,64,10.63
commemorative,2.03,21,10.24
conscious,2.03,347,10.7
corrupt,2.03,271,11.5
doable,2.03,47,9.67
eminent,2.03,84,12.53
entire,2.03,4070,7.22
expressive,2.03,23,8.78
familiar,2.03,1760,7.21
forthcoming,2.03,70,12.72
genuine,2.03,418,9.06
implantable,2.03,1,12.68
incompetent,2.03,194,11.42
integral,2.03,37,14.33
interchangeable,2.03,20,10.16
investigative,2.03,82,10.68
manly,2.03,206,9.42
microeconomic,2.03,4,17.4
nonreligious,2.03,1,9.67
obsessive,2.03,90,10.89
prohibitive,2.03,8,12.68
rewarding,2.03,85,8.11
situational,2.03,7,11.85
sly,2.03,136,8.55
sociable,2.03,51,9.94
somber,2.03,16,11.8
substantial,2.03,182,10.67
superior,2.03,663,9.84
tentative,2.03,25,12.0
unmentionable,2.03,10,11.17
unpredictable,2.03,175,7.83
unread,2.03,5,8.1
wretched,2.03,185,10.22
absentminded,2.0,3,10.84
adoptive,2.0,30,9.16
agonizing,2.0,36,10.89
anecdotal,2.0,19,12.47
anticlimactic,2.0,10,14.17
appropriate,2.0,657,9.16
attempted,2.0,392,8.7
autonomous,2.0,11,12.59
aware,2.0,1818,6.75
awkward,2.0,730,8.58
batty,2.0,35,9.69
bereaved,2.0,23,12.05
bipartisan,2.0,4,16.2
bleary,2.0,2,11.94
boundless,2.0,15,12.05
brutal,2.0,375,10.17
cautionary,2.0,18,9.71
civilizing,2.0,5,11.05
classic,2.0,824,8.42
claustrophobic,2.0,68,12.42
codependent,2.0,8,14.56
coherent,2.0,53,11.95
colloquial,2.0,3,13.92
communicational,2.0,1,13.72
conflicting,2.0,37,11.52
contractual,2.0,10,13.12
corroborative,2.0,2,14.32
courageous,2.0,161,9.79
criminological,2.0,3,14.0
cureless,2.0,1,11.24
damn,2.0,14460,8.3
deathly,2.0,28,9.62
delusionary,2.0,1,12.94
detestable,2.0,10,13.0
disciplinary,2.0,82,9.0
discontented,2.0,6,11.32
disreputable,2.0,8,13.95
dissimilar,2.0,13,12.3
distributable,2.0,1,12.43
divining,2.0,8,11.12
dreamless,2.0,6,10.8
dualistic,2.0,2,12.69
embarrassed,2.0,1093,7.83
emotional,2.0,1081,9.45
encouraging,2.0,165,7.89
enraptured,2.0,8,14.82
evenhanded,2.0,1,11.94
evolutional,2.0,2,12.89
excusable,2.0,7,9.37
existing,2.0,98,8.65
expedient,2.0,22,13.21
expeditious,2.0,7,12.56
exploitable,2.0,5,12.53
fearsome,2.0,39,7.78
feisty,2.0,71,9.17
figureless,2.0,1,10.75
foremost,2.0,86,11.78
formulary,2.0,2,13.5
freaky,2.0,255,7.6
ghastly,2.0,106,10.33
habitual,2.0,26,11.53
herculean,2.0,7,13.06
hereditary,2.0,60,11.42
highhanded,2.0,5,14.27
homing,2.0,71,11.75
hyper,2.0,45,8.05
hyperkinetic,2.0,1,13.62
hypersensitive,2.0,11,13.6
icky,2.0,61,4.42
immortal,2.0,260,10.47
implicit,2.0,15,14.58
impure,2.0,41,11.53
inauthentic,2.0,2,12.37
indecisive,2.0,27,11.67
indelible,2.0,14,12.07
industrious,2.0,17,11.55
inefficient,2.0,21,10.78
inelegant,2.0,3,12.44
insurable,2.0,1,13.5
interruptive,2.0,1,9.0
irresistible,2.0,165,10.16
jurisdictional,2.0,10,14.06
kingly,2.0,4,11.0
laborious,2.0,6,12.84
lamentable,2.0,7,14.65
lighthearted,2.0,11,11.8
masochistic,2.0,12,15.35
melancholy,2.0,111,12.53
minimal,2.0,110,11.33
mythical,2.0,45,7.11
naturalistic,2.0,3,13.67
nightmarish,2.0,11,9.47
noncompetitive,2.0,2,10.78
nonlethal,2.0,7,11.7
notable,2.0,31,10.37
obscure,2.0,132,11.87
optimistic,2.0,173,11.42
ornery,2.0,60,10.27
overanxious,2.0,10,12.89
overenthusiastic,2.0,3,12.0
paradoxical,2.0,7,13.81
permissive,2.0,5,11.16
pesky,2.0,52,9.72
pitiless,2.0,6,11.5
pivotal,2.0,44,12.0
placid,2.0,29,13.11
precious,2.0,1191,7.57
preparatory,2.0,15,11.62
primordial,2.0,29,14.94
principled,2.0,9,13.67
psychoanalytic,2.0,3,15.47
random,2.0,522,9.33
recessionary,2.0,1,15.31
redundant,2.0,74,12.72
remorseful,2.0,16,11.29
reproachful,2.0,3,12.26
reproducible,2.0,2,12.17
resonant,2.0,6,13.31
resourceful,2.0,74,10.65
restorative,2.0,4,12.94
stereotypical,2.0,10,12.67
stingy,2.0,63,7.78
subsiding,2.0,5,12.44
substantive,2.0,12,15.05
suggestive,2.0,26,9.95
supreme,2.0,447,8.47
systematic,2.0,30,12.11
toxicological,2.0,2,15.53
tragic,2.0,624,8.37
triumphant,2.0,70,8.89
unaccomplished,2.0,1,11.17
unapproved,2.0,10,10.0
unassigned,2.0,5,10.39
unbearable,2.0,129,10.2
undisciplined,2.0,20,10.51
unidentifiable,2.0,6,10.58
unimaginative,2.0,15,10.32
uninformed,2.0,15,12.35
unlicensed,2.0,20,11.33
unmarketable,2.0,1,12.32
unmitigated,2.0,25,15.81
unpracticed,2.0,1,11.56
unprompted,2.0,1,10.48
unranked,2.0,3,10.56
unrequited,2.0,22,15.12
unsocial,2.0,4,9.47
unsolved,2.0,106,9.17
unsportsmanlike,2.0,6,8.0
unsure,2.0,52,8.32
untimely,2.0,44,10.0
untitled,2.0,4,9.84
untrustworthy,2.0,21,11.11
unutterable,2.0,1,13.29
unwanted,2.0,70,6.39
unwelcome,2.0,37,8.65
usable,2.0,27,7.68
vulnerable,2.0,437,12.32
wacky,2.0,164,7.67
worthwhile,2.0,206,10.56
worthy,2.0,527,10.28
zealous,2.0,15,12.76
adaptive,1.97,11,11.33
adequate,1.97,132,10.35
apprehensive,1.97,28,11.45
biblical,1.97,114,6.9
bloodcurdling,1.97,8,12.74
bourgeois,1.97,60,16.36
clueless,1.97,94,7.71
courteous,1.97,62,8.65
debilitating,1.97,29,14.17
different,1.97,10686,5.5
evasive,1.97,92,12.5
fake,1.97,1853,5.83
fresh,1.97,2780,6.22
ghostly,1.97,50,8.17
inhumanly,1.97,2,11.47
irrevocable,1.97,19,14.28
lovable,1.97,91,7.68
miserable,1.97,1096,10.11
moderate,1.97,63,11.22
negotiable,1.97,46,12.58
nonpermanent,1.97,2,10.5
pathetic,1.97,1234,9.15
pathologic,1.97,1,13.39
pretentious,1.97,97,12.95
regulatory,1.97,14,12.05
sexless,1.97,13,14.72
sneaky,1.97,216,6.58
spunky,1.97,32,8.38
subsonic,1.97,4,14.35
taxable,1.97,4,11.3
technical,1.97,420,10.5
tedious,1.97,73,11.78
uncomplicated,1.97,31,11.65
undaunted,1.97,14,13.33
undignified,1.97,30,13.47
unidentified,1.97,187,9.95
unimpressive,1.97,12,9.68
unqualified,1.97,27,12.17
unskilled,1.97,3,10.0
unviable,1.97,1,12.94
vulgar,1.97,167,11.57
wasteful,1.97,30,7.11
wise,1.97,1452,6.79
worthless,1.97,473,9.33
aghast,1.96,7,12.0
altruistic,1.96,18,13.8
amused,1.96,128,7.83
ancestral,1.96,29,11.21
auspicious,1.96,26,13.93
austere,1.96,11,13.77
bigoted,1.96,10,12.75
blockheaded,1.96,1,10.28
circumstantial,1.96,85,13.75
complex,1.96,669,11.21
compulsory,1.96,37,12.16
conservative,1.96,192,13.95
contemporary,1.96,99,12.28
cowardly,1.96,118,8.84
crude,1.96,155,11.11
effortless,1.96,21,9.78
emasculated,1.96,9,16.44
empirical,1.96,23,14.29
erogenous,1.96,17,13.29
esteemed,1.96,75,13.11
evidential,1.96,1,14.0
exciting,1.96,1776,6.26
exploitive,1.96,5,14.74
extreme,1.96,558,9.47
fallible,1.96,12,12.12
flabbergasted,1.96,15,12.61
garbled,1.96,46,12.29
generational,1.96,4,12.68
hectic,1.96,94,9.95
hypnotic,1.96,67,11.7
impassable,1.96,16,10.68
impolite,1.96,66,7.26
inadequate,1.96,95,11.95
inadmissible,1.96,34,13.74
incalculable,1.96,12,14.5
incongruous,1.96,7,14.15
infernal,1.96,60,12.41
interdependent,1.96,1,12.84
inventive,1.96,46,9.56
irrecoverable,1.96,1,11.95
irredeemable,1.96,3,12.89
kooky,1.96,35,8.06
lenient,1.96,46,11.67
lusty,1.96,31,13.88
maniacal,1.96,27,13.29
megalomaniacal,1.96,4,14.3
mellow,1.96,153,8.85
merciless,1.96,61,11.44
millennial,1.96,1,14.11
mortal,1.96,488,9.84
mysterious,1.96,765,9.0
naturalized,1.96,9,12.11
needless,1.96,116,9.15
nervy,1.96,8,10.71
newfangled,1.96,15,11.29
noncritical,1.96,2,13.32
overbearing,1.96,49,11.0
perverse,1.96,66,13.11
pompous,1.96,122,12.71
posttraumatic,1.96,8,16.26
problematical,1.96,1,11.95
punishable,1.96,42,9.17
rare,1.96,1087,7.45
relational,1.96,5,11.18
retentive,1.96,3,15.37
revocable,1.96,3,13.21
scrupulous,1.96,8,14.21
sketchy,1.96,63,11.59
skilled,1.96,121,8.68
socialistic,1.96,3,13.76
soothing,1.96,115,8.4
spatial,1.96,29,13.31
storied,1.96,4,12.25
streetwise,1.96,9,12.5
tawdry,1.96,30,13.93
thickheaded,1.96,6,10.56
thoughtful,1.96,398,9.0
truculent,1.96,4,14.36
unacquainted,1.96,4,11.21
uncalculated,1.96,1,10.33
uncompounded,1.96,1,13.83
unconventional,1.96,44,11.68
undistinguished,1.96,3,13.0
unfunny,1.96,12,8.75
unifying,1.96,9,11.74
unmannerly,1.96,3,9.65
